[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: AIRPLANES_1_TRANSPORT_SUPPLY_ANIM
[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: AIRPLANES_3_TRANSPORT_SUPPLY_ANIM
[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: TRANSPORT_DIVISION_FACTOR
[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: MAX_TRANSPORT_SCENARIOS
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: BORDER_COLOR_BORDER_CONFLICT_EDGE_R
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: BORDER_COLOR_BORDER_CONFLICT_EDGE_G
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: BORDER_COLOR_BORDER_CONFLICT_EDGE_B
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: BORDER_COLOR_BORDER_CONFLICT_EDGE_A
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: BORDER_COLOR_BORDER_CONFLICT_NON_EDGE_R
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: BORDER_COLOR_BORDER_CONFLICT_NON_EDGE_G
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: BORDER_COLOR_BORDER_CONFLICT_NON_EDGE_B
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: BORDER_COLOR_BORDER_CONFLICT_NON_EDGE_A
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: CAPITAL_ICON_CUTOFF
[10:22:02][pdx_lua.cpp:360]: 
LUA Error: incorrect lua value: ARMY_DEFENSIVE_LINE_BUTTON_SIZE
[10:22:02][pdx_lua.cpp:360]: 
LUA Error: incorrect lua value: ARMY_GROUP_DEFENSIVE_LINE_BUTTON_SIZE
[10:22:02][pdx_lua.cpp:360]: 
LUA Error: incorrect lua value: ACCLIMATIZATION_CAMO_SHOW_AT
[10:22:02][pdx_lua.cpp:360]: 
LUA Error: incorrect lua value: ACCLIMATIZATION_CAMO_SHOW_WHEN_IN_STATE
[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: DIVISION_NAMES_GROUP_MAX_TOOLTIP_ENTRIES
[10:22:02][pdx_lua.cpp:360]: 
LUA Error: incorrect lua value: TRADE_ROUTE_BAD_EFFICIENCY_THRESHOLD
[10:22:02][pdx_lua.cpp:360]: 
LUA Error: incorrect lua value: TRADE_ROUTE_REGIONAL_BAD_EFFICIENCY_THRESHOLD
[10:22:02][pdx_lua.cpp:462]: 
LUA Error: incorrect lua value: TRAIT_GRID_COLUMN_SHIFTS
[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: TRAIT_GRID_ROW_SHIFT
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: UNIT_SELECT_DOUBLE_CLICK_TIME
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: MINIMAP_PING_DURATION
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: MINIMAP_PING_SPEEDUP_ON_SCREEN
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: MINIMAP_PING_DELAY_BETWEEN_PINGS
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: MINIMAP_TOGGLE_DURATION
[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: MINIMAP_TOGGLE_SHIFT
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: TIMED_MESSAGE_TIMEOUT
[10:22:02][pdx_lua.cpp:360]: 
LUA Error: incorrect lua value: DRAG_AND_DROP_SCROLLING_SENSITIVITY
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: GRIDBOX_ELEMENTS_INTERPOLATION_SPEED
[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: ARMY_GROUP_PORTRAIT_SPACING
[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: ARMY_GROUP_FIRST_MEMBER_SPACING
[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: ARMY_GROUP_COLLAPSE_EXTRA_SPACING
[10:22:02][pdx_lua.cpp:393]: 
LUA Error: incorrect lua value: ARMY_LIST_BOTTOM_PADDING
[10:22:02][pdx_lua.cpp:462]: 
LUA Error: incorrect lua value: MILITARY_FACTORIES_SCALE
[10:22:02][pdx_lua.cpp:425]: 
LUA Error: incorrect lua value: BATTLE_SOUND_FALLOFF_DEFAULT
[10:22:50][pdx_entity.cpp:215]: Could not find animation "cavalry_attack_2" for state "support_attack" in entity "GXC_cavalry_rifle_combined_entity"
[10:22:50][pdx_entity.cpp:215]: Could not find animation "cavalry_attack" for state "attack" in entity "SHX_cavalry_rifle_combined_entity"
[10:22:50][pdx_entity.cpp:215]: Could not find animation "cavalry_attack_2" for state "attack" in entity "SHX_cavalry_rifle_combined_entity"
[10:22:50][pdx_entity.cpp:215]: Could not find animation "cavalry_attack" for state "defend" in entity "SHX_cavalry_rifle_combined_entity"
[10:22:50][pdx_entity.cpp:215]: Could not find animation "cavalry_attack_2" for state "defend" in entity "SHX_cavalry_rifle_combined_entity"
[10:22:50][pdx_entity.cpp:215]: Could not find animation "cavalry_attack" for state "support_attack" in entity "SHX_cavalry_rifle_combined_entity"
[10:22:50][pdx_entity.cpp:215]: Could not find animation "cavalry_attack_2" for state "support_attack" in entity "SHX_cavalry_rifle_combined_entity"
[10:22:50][pdx_entity.cpp:215]: Could not find animation "cavalry_attack" for state "attack" in entity "XSM_cavalry_rifle_combined_entity"
[10:22:50][pdx_entity.cpp:215]: Could not find animation "cavalry_attack_2" for state "attack" in entity "XSM_cavalry_rifle_combined_entity"
[10:22:50][pdx_entity.cpp:215]: Could not find animation "cavalry_attack" for state "defend" in entity "XSM_cavalry_rifle_combined_entity"
[10:22:50][pdx_entity.cpp:215]: Could not find animation "cavalry_attack_2" for state "defend" in entity "XSM_cavalry_rifle_combined_entity"
[10:22:50][pdx_entity.cpp:215]: Could not find animation "cavalry_attack" for state "support_attack" in entity "XSM_cavalry_rifle_combined_entity"
[10:22:50][pdx_entity.cpp:215]: Could not find animation "cavalry_attack_2" for state "support_attack" in entity "XSM_cavalry_rifle_combined_entity"
[10:22:50][pdx_entity.cpp:215]: Could not find animation "cavalry_attack" for state "attack" in entity "YUN_cavalry_rifle_combined_entity"
[10:22:50][pdx_entity.cpp:215]: Could not find animation "cavalry_attack_2" for state "attack" in entity "YUN_cavalry_rifle_combined_entity"
[10:22:50][pdx_entity.cpp:215]: Could not find animation "cavalry_attack" for state "defend" in entity "YUN_cavalry_rifle_combined_entity"
[10:22:50][pdx_entity.cpp:215]: Could not find animation "cavalry_attack_2" for state "defend" in entity "YUN_cavalry_rifle_combined_entity"
[10:22:50][pdx_entity.cpp:215]: Could not find animation "cavalry_attack" for state "support_attack" in entity "YUN_cavalry_rifle_combined_entity"
[10:22:50][pdx_entity.cpp:215]: Could not find animation "cavalry_attack_2" for state "support_attack" in entity "YUN_cavalry_rifle_combined_entity"
[10:22:50][persistent.cpp:35]: Error: "Unknown modifier: unity_weekly, near line: 189
" in file: "common/ideas/YUG_Ideas.txt" near line: 189
[10:22:50][persistent.cpp:35]: Error: "Unknown modifier: unity_weekly, near line: 212
" in file: "common/ideas/YUG_Ideas.txt" near line: 212
[10:22:50][persistent.cpp:35]: Error: "Unknown modifier: unity_weekly, near line: 59
" in file: "common/ideas/britain.txt" near line: 59
[10:22:50][idea.cpp:1159]: Duplicate idea. ifa is a duplicate.
[10:22:50][persistent.cpp:35]: Error: "Unknown modifier: unity_weekly, near line: 160
" in file: "common/ideas/italy.txt" near line: 160
[10:22:50][persistent.cpp:35]: Error: "Unknown modifier: unity_weekly, near line: 74
" in file: "common/ideas/uk_focus_tree.txt" near line: 74
[10:22:50][persistent.cpp:35]: Error: "Unknown modifier: unity_weekly, near line: 172
" in file: "common/ideas/zz_ministry_of_information.txt" near line: 172
[10:22:50][persistent.cpp:35]: Error: "Unknown modifier: unity_weekly, near line: 198
" in file: "common/ideas/zz_ministry_of_information.txt" near line: 198
[10:22:50][persistent.cpp:35]: Error: "Unknown modifier: unity_weekly, near line: 224
" in file: "common/ideas/zz_ministry_of_information.txt" near line: 224
[10:22:50][persistent.cpp:35]: Error: "Unknown modifier: unity_weekly, near line: 250
" in file: "common/ideas/zz_ministry_of_information.txt" near line: 250
[10:22:50][persistent.cpp:35]: Error: "Unknown modifier: unity_weekly, near line: 276
" in file: "common/ideas/zz_ministry_of_information.txt" near line: 276
[10:22:53][persistent.cpp:35]: Error: "Malformed token: mbt_oneequipment, near line: 54
" in file: "common/units/equipment/mbt_one.txt" near line: 54
[10:22:53][persistent.cpp:35]: Error: "Malformed token: mbt_equipment_ERA_4, near line: 384
" in file: "common/units/equipment/tank_medium.txt" near line: 384
[10:22:53][persistent.cpp:35]: Error: "Unexpected token: armored_engineering, near line: 51
" in file: "common/units/armored_engineers.txt" near line: 51
[10:22:53][persistent.cpp:35]: Error: "Unexpected token: mbt_half, near line: 26
" in file: "common/units/mbt_half.txt" near line: 26
[10:22:53][persistent.cpp:35]: Error: "Error reading division names group - Infantry Division. There is unknown tag in for_countries scope: KEN: }, near line: 42
" in file: "common/units/names_divisions/ENGL_names_divisions.txt" near line: 42
[10:22:53][persistent.cpp:35]: Error: "Error reading division names group - Infantry Brigade. There is unknown tag in for_countries scope: KEN: }, near line: 87
" in file: "common/units/names_divisions/ENGL_names_divisions.txt" near line: 87
[10:22:53][persistent.cpp:35]: Error: "Error reading division names group - Cavalry Division. There is unknown tag in for_countries scope: KEN: }, near line: 132
" in file: "common/units/names_divisions/ENGL_names_divisions.txt" near line: 132
[10:22:53][persistent.cpp:35]: Error: "Error reading division names group - Motor Division. There is unknown tag in for_countries scope: KEN: }, near line: 164
" in file: "common/units/names_divisions/ENGL_names_divisions.txt" near line: 164
[10:22:53][persistent.cpp:35]: Error: "Error reading division names group - Mechanised Division. There is unknown tag in for_countries scope: KEN: }, near line: 228
" in file: "common/units/names_divisions/ENGL_names_divisions.txt" near line: 228
[10:22:53][persistent.cpp:35]: Error: "Error reading division names group - Armoured Division. There is unknown tag in for_countries scope: KEN: }, near line: 292
" in file: "common/units/names_divisions/ENGL_names_divisions.txt" near line: 292
[10:22:53][persistent.cpp:35]: Error: "Error reading division names group - Airborne Division. There is unknown tag in for_countries scope: KEN: }, near line: 356
" in file: "common/units/names_divisions/ENGL_names_divisions.txt" near line: 356
[10:22:53][persistent.cpp:35]: Error: "Error reading division names group - Marine Division. There is unknown tag in for_countries scope: KEN: }, near line: 388
" in file: "common/units/names_divisions/ENGL_names_divisions.txt" near line: 388
[10:22:53][persistent.cpp:35]: Error: "Error reading division names group - Mountain Division. There is unknown tag in for_countries scope: KEN: }, near line: 420
" in file: "common/units/names_divisions/ENGL_names_divisions.txt" near line: 420
[10:22:53][persistent.cpp:35]: Error: "Error reading division names group - Garrison Division. There is unknown tag in for_countries scope: KEN: }, near line: 452
" in file: "common/units/names_divisions/ENGL_names_divisions.txt" near line: 452
[10:22:53][persistent.cpp:35]: Error: "Error reading division names group - Infantry Division. There is unknown tag in for_countries scope: MAN: }, near line: 37
" in file: "common/units/names_divisions/MAN_names_divisions.txt" near line: 37
[10:22:53][persistent.cpp:35]: Error: "Error reading division names group - Cavalry Division. There is unknown tag in for_countries scope: MAN: }, near line: 89
" in file: "common/units/names_divisions/MAN_names_divisions.txt" near line: 89
[10:22:53][persistent.cpp:35]: Error: "Error reading division names group - Motor Division. There is unknown tag in for_countries scope: MAN: }, near line: 126
" in file: "common/units/names_divisions/MAN_names_divisions.txt" near line: 126
[10:22:53][persistent.cpp:35]: Error: "Error reading division names group - Mechanized Division. There is unknown tag in for_countries scope: MAN: }, near line: 163
" in file: "common/units/names_divisions/MAN_names_divisions.txt" near line: 163
[10:22:53][persistent.cpp:35]: Error: "Error reading division names group - Tank Division. There is unknown tag in for_countries scope: MAN: }, near line: 200
" in file: "common/units/names_divisions/MAN_names_divisions.txt" near line: 200
[10:22:53][persistent.cpp:35]: Error: "Error reading division names group - Parachute Division. There is unknown tag in for_countries scope: MAN: }, near line: 237
" in file: "common/units/names_divisions/MAN_names_divisions.txt" near line: 237
[10:22:53][persistent.cpp:35]: Error: "Error reading division names group - Marine Division. There is unknown tag in for_countries scope: MAN: }, near line: 269
" in file: "common/units/names_divisions/MAN_names_divisions.txt" near line: 269
[10:22:53][persistent.cpp:35]: Error: "Error reading division names group - Mountain Division. There is unknown tag in for_countries scope: MAN: }, near line: 301
" in file: "common/units/names_divisions/MAN_names_divisions.txt" near line: 301
[10:22:53][persistent.cpp:35]: Error: "Error reading division names group - Garrison Unit. There is unknown tag in for_countries scope: MAN: }, near line: 353
" in file: "common/units/names_divisions/MAN_names_divisions.txt" near line: 353
[10:22:53][persistent.cpp:35]: Error: "Error reading division names group - Airborne Division. There is unknown tag in for_countries scope: KEN: }, near line: 233
" in file: "common/units/names_divisions/PHI_names_divisions.txt" near line: 233
[10:22:54][technologytemplate.cpp:693]: Technology "tech_society_19" has more than 1 XOR, this is not a big problem but only the first will be shown in graphical representation of tech tree.
[10:22:54][technologytemplate.cpp:693]: Technology "tech_society_20" has more than 1 XOR, this is not a big problem but only the first will be shown in graphical representation of tech tree.
[10:22:54][technologytemplate.cpp:693]: Technology "tech_society_21" has more than 1 XOR, this is not a big problem but only the first will be shown in graphical representation of tech tree.
[10:22:54][technologytemplate.cpp:741]: Technology "tech_society_21" is primary mutual exclusive ( XOR ) with "tech_society_19", but "tech_society_19" does not specify "tech_society_21" as primary mutual exclusive.
[10:22:54][effect.cpp:211]: Error: "Invalid idea: race_for_the_bomb, near line: 46
" in file: "common/decisions/_generic_decisions.txt" near line: 47
[10:22:54][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 1679
" in file: "common/decisions/formable_nation_decisions.txt" near line: 1680
[10:22:54][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: draft_dodging_2, near line: 183
swap_ideas effect: Invalid idea for add_idea: draft_dodging_3, near line: 184
" in file: "common/decisions/stability_war_support.txt" near line: 186
[10:22:54][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: draft_dodging, near line: 192
swap_ideas effect: Invalid idea for add_idea: draft_dodging_2, near line: 193
" in file: "common/decisions/stability_war_support.txt" near line: 195
[10:22:54][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: strikes_2, near line: 295
swap_ideas effect: Invalid idea for add_idea: strikes_3, near line: 296
" in file: "common/decisions/stability_war_support.txt" near line: 298
[10:22:54][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: strikes_1, near line: 304
swap_ideas effect: Invalid idea for add_idea: strikes_2, near line: 305
" in file: "common/decisions/stability_war_support.txt" near line: 307
[10:22:54][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: mutiny_2, near line: 439
swap_ideas effect: Invalid idea for add_idea: mutiny_3, near line: 440
" in file: "common/decisions/stability_war_support.txt" near line: 442
[10:22:54][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: mutiny_1, near line: 448
swap_ideas effect: Invalid idea for add_idea: mutiny_2, near line: 449
" in file: "common/decisions/stability_war_support.txt" near line: 451
[10:22:54][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 488
Unexpected token: remove_ideas, near line: 489
Unexpected token: remove_ideas, near line: 490
" in file: "common/decisions/stability_war_support.txt" near line: 491
[10:22:54][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 521
" in file: "common/decisions/stability_war_support.txt" near line: 522
[10:22:54][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 527
" in file: "common/decisions/stability_war_support.txt" near line: 528
[10:22:54][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 533
" in file: "common/decisions/stability_war_support.txt" near line: 534
[10:22:54][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: strikes_2, near line: 594
swap_ideas effect: Invalid idea for add_idea: strikes_3, near line: 595
" in file: "common/decisions/stability_war_support.txt" near line: 597
[10:22:54][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: strikes_1, near line: 603
swap_ideas effect: Invalid idea for add_idea: strikes_2, near line: 604
" in file: "common/decisions/stability_war_support.txt" near line: 606
[10:22:54][effect.cpp:211]: Error: "Invalid idea: strikes_1, near line: 617
" in file: "common/decisions/stability_war_support.txt" near line: 618
[10:22:54][effect.cpp:211]: Error: "Error in effect: Invalid resource: Rubber: type, near line: 3270
" in file: "common/national_focus/West_Germany.txt" near line: 3272
[10:22:54][trigger.cpp:449]: Invalid trigger 'has_national_unity' in common/national_focus/saudi_arabia.txt line : 1147
[10:22:54][trigger.cpp:316]: Error: "Unknown trigger-type: has_national_unity, near line: 1147
" in file: "common/national_focus/saudi_arabia.txt" near line: 1148
[10:22:54][lexer.cpp:170]: Creation of dynamic token "1953_constitution" failed, keywords may not start with a digit or '-'.
[10:22:54][lexer.cpp:170]: Creation of dynamic token "1963_constitution" failed, keywords may not start with a digit or '-'.
[10:22:54][lexer.cpp:170]: Creation of dynamic token "1974_constitution" failed, keywords may not start with a digit or '-'.
[10:22:54][nationalfocus.cpp:1305]: SOV_direct_intervention: Couldn't find dependency SOV_arab_military_advisorsd 
[10:22:54][persistent.cpp:35]: Error: "Invalid idea: CHI_xie_juezai, near line: 13
Invalid idea: CHI_deng_xiaoping, near line: 14
" in file: "history/countries/CHI - China.txt" near line: 20
[10:22:54][effect.cpp:211]: Error: "Unexpected token: light_tanks_2, near line: 82
" in file: "history/countries/ITA - Italy.txt" near line: 115
[10:22:54][countrytag.cpp:89]: KEN - is not in the tag list
[10:22:54][history.cpp:303]: Unknown history file in country database - history/countries/KEN - Kenya.txt
[10:22:54][lexer.cpp:71]: File 'history/countries/KOR - Korea.txt' should be in utf8-bom encoding (will try to use it anyways)
[10:22:54][countrytag.cpp:89]: MAN - is not in the tag list
[10:22:54][history.cpp:303]: Unknown history file in country database - history/countries/MAN - Manchukou.txt
[10:22:55][persistent.cpp:35]: Error: "Malformed token: equipment_stockpile, near line: 393
" in file: "common/ai_strategy/default.txt" near line: 393
[10:22:55][pdx_audio.cpp:1361]: Could not find music named COH2- March Into Hell
[10:22:55][pdx_audio.cpp:1361]: Could not find music named Cheeki Breeki
[10:22:55][trigger.cpp:449]: Invalid trigger 'MAN' in common/scripted_localisation/00_scripted_localisation.txt line : 67
[10:22:55][trigger.cpp:316]: Error: "Unknown trigger-type: MAN, near line: 67
" in file: "common/scripted_localisation/00_scripted_localisation.txt" near line: 73
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: GER_mefo_bills_22, near line: 7
swap_ideas effect: Invalid idea for add_idea: GER_mefo_bills_23, near line: 8
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 10
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: GER_mefo_bills_21, near line: 14
swap_ideas effect: Invalid idea for add_idea: GER_mefo_bills_22, near line: 15
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 17
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: GER_mefo_bills_20, near line: 21
swap_ideas effect: Invalid idea for add_idea: GER_mefo_bills_21, near line: 22
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 24
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: GER_mefo_bills_19, near line: 28
swap_ideas effect: Invalid idea for add_idea: GER_mefo_bills_20, near line: 29
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 31
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: GER_mefo_bills_18, near line: 35
swap_ideas effect: Invalid idea for add_idea: GER_mefo_bills_19, near line: 36
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 38
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: GER_mefo_bills_17, near line: 42
swap_ideas effect: Invalid idea for add_idea: GER_mefo_bills_18, near line: 43
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 45
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: GER_mefo_bills_16, near line: 49
swap_ideas effect: Invalid idea for add_idea: GER_mefo_bills_17, near line: 50
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 52
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: GER_mefo_bills_15, near line: 56
swap_ideas effect: Invalid idea for add_idea: GER_mefo_bills_16, near line: 57
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 59
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: GER_mefo_bills_14, near line: 63
swap_ideas effect: Invalid idea for add_idea: GER_mefo_bills_15, near line: 64
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 66
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: GER_mefo_bills_13, near line: 70
swap_ideas effect: Invalid idea for add_idea: GER_mefo_bills_14, near line: 71
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 73
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: GER_mefo_bills_12, near line: 77
swap_ideas effect: Invalid idea for add_idea: GER_mefo_bills_13, near line: 78
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 80
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: GER_mefo_bills_11, near line: 84
swap_ideas effect: Invalid idea for add_idea: GER_mefo_bills_12, near line: 85
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 87
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: GER_mefo_bills_10, near line: 91
swap_ideas effect: Invalid idea for add_idea: GER_mefo_bills_11, near line: 92
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 94
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: GER_mefo_bills_9, near line: 98
swap_ideas effect: Invalid idea for add_idea: GER_mefo_bills_10, near line: 99
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 101
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: GER_mefo_bills_8, near line: 105
swap_ideas effect: Invalid idea for add_idea: GER_mefo_bills_9, near line: 106
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 108
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: GER_mefo_bills_7, near line: 112
swap_ideas effect: Invalid idea for add_idea: GER_mefo_bills_8, near line: 113
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 115
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: GER_mefo_bills_6, near line: 119
swap_ideas effect: Invalid idea for add_idea: GER_mefo_bills_7, near line: 120
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 122
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: GER_mefo_bills_5, near line: 126
swap_ideas effect: Invalid idea for add_idea: GER_mefo_bills_6, near line: 127
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 129
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: GER_mefo_bills_4, near line: 133
swap_ideas effect: Invalid idea for add_idea: GER_mefo_bills_5, near line: 134
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 136
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: GER_mefo_bills_3, near line: 140
swap_ideas effect: Invalid idea for add_idea: GER_mefo_bills_4, near line: 141
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 143
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: GER_mefo_bills_2, near line: 147
swap_ideas effect: Invalid idea for add_idea: GER_mefo_bills_3, near line: 148
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 150
[10:22:55][effect.cpp:211]: Error: "swap_ideas effect: Invalid idea for remove_idea: GER_mefo_bills_1, near line: 154
swap_ideas effect: Invalid idea for add_idea: GER_mefo_bills_2, near line: 155
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 157
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 164
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 165
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 168
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 169
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 172
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 173
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 176
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 177
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 180
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 181
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 184
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 185
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 188
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 189
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 192
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 193
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 196
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 197
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 200
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 201
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 204
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 205
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 208
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 209
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 212
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 213
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 216
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 217
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 220
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 221
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 224
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 225
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 228
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 229
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 232
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 233
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 236
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 237
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 240
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 241
[10:22:55][effect.cpp:211]: Error: "Unexpected token: remove_ideas, near line: 244
" in file: "common/scripted_effects/GER_scripted_effects .txt" near line: 245
